a	0.000862155
avoir	0.18817190699999997
a capella	1.0290000000000002e-06
a cappella	1.0290000000000002e-06
a contrario	3.969e-06
a fortiori	1.2936e-05
a giorno	3.969e-06
à jeun	5.6594999999999996e-05
a l'instar	0.0
a posteriori	2.94e-06
a priori	5.6594999999999996e-05
aa	0.0
ab absurdo	1.0290000000000002e-06
ab initio	1.0290000000000002e-06
ab ovo	3.969e-06
abaca	0.0
abaisser	0.00026518799999999997
abaissant	3.969e-06
abaisse	0.0
abaisse-langue	2.0580000000000005e-06
abaissement	3.1752e-05
abaissé	1.0878e-05
abalone	1.0290000000000002e-06
abandon	0.00040219199999999995
abandonner	0.0018882149999999997
abandonneur	1.0290000000000002e-06
abandonnique	1.0290000000000002e-06
abandonné	0.000358533
abaque	1.0290000000000002e-06
abasourdi	3.8808e-05
abasourdir	4.3658999999999997e-05
abasourdissant	1.0290000000000002e-06
abat	1.4847e-05
abattre	0.000743967
abat-jour	0.000121128
abat-son	3.969e-06
abatage	1.0290000000000002e-06
abatis	1.2936e-05
abattage	1.8815999999999997e-05
abattant	8.966999999999999e-06
abattement	3.8808e-05
abatteur	3.969e-06
abattis	1.5876e-05
abattoir	6.850199999999999e-05
abattu	0.000104223
abatture	2.0580000000000005e-06
abbatial	8.966999999999999e-06
abbatiale	2.0580000000000005e-06
abbaye	5.5565999999999996e-05
abbé	0.0004925969999999999
abc	0.0
abcès	4.8657e-05
abdication	2.8811999999999998e-05
abdiquer	4.0719e-05
abdomen	2.2785e-05
abdominal	1.0878e-05
abdos	0.0
abducteur	0.0
abduction	0.0
abeille	0.00014494199999999998
aber	0.0
aberrant	3.675e-05
aberrer	2.94e-06
aberration	6.5562e-05
abhorrer	1.9844999999999997e-05
abhorré	3.969e-06
abject	5.7623999999999996e-05
abjectement	1.0290000000000002e-06
abjection	3.3809999999999996e-05
abjurer	1.8815999999999997e-05
abjuration	6.9089999999999986e-06
abkhaze	1.0290000000000002e-06
ablatif	2.0580000000000005e-06
ablation	1.9844999999999997e-05
able	2.0580000000000005e-06
ablette	1.3964999999999998e-05
ablution	2.2785e-05
abnégation	5.2626e-05
aboi	5.2626e-05
aboyer	0.000173754
aboiement	8.7465e-05
aboli	3.7779e-05
abolir	0.00013700399999999998
abolition	2.1903e-05
abolitionniste	1.0290000000000002e-06
abominable	0.000164934
abominablement	9.996e-06
abominer	7.938e-06
abomination	6.6591e-05
abonder	6.7473e-05
abondamment	7.247099999999999e-05
abondance	0.00013803300000000003
abondant	0.000103341
abonner	3.0723e-05
abonnement	2.3814e-05
abonné	0.0
abord	0.00028003500000000004
aborder	0.000487746
abordable	2.94e-06
abordage	2.1903e-05
abordé	2.94e-06
aborigène	1.0290000000000002e-06
abornement	1.0290000000000002e-06
abortif	4.998e-06
aboucher	1.1907e-05
abouchement	1.0290000000000002e-06
abouler	8.966999999999999e-06
aboulie	2.0580000000000005e-06
aboulique	1.0290000000000002e-06
abouna	1.0290000000000002e-06
about	6.9089999999999986e-06
abouter	2.0580000000000005e-06
abouti	2.94e-06
aboutir	0.000379407
aboutissant	1.3964999999999998e-05
aboutissement	5.9535e-05
aboutonner	1.0290000000000002e-06
aboyant	2.94e-06
aboyeur	2.0580000000000005e-06
abracadabra	3.969e-06
abracadabrant	9.996e-06
abracadabrer	0.0
abrasif	3.969e-06
abrasion	2.0580000000000005e-06
abraser	1.0290000000000002e-06
abraxas	0.0
abreuver	9.143399999999999e-05
abreuvage	1.0290000000000002e-06
abreuvoir	5.7623999999999996e-05
abreuvé	2.0580000000000005e-06
abri	0.000834372
abri-refuge	1.0290000000000002e-06
abribus	2.0580000000000005e-06
abricot	9.996e-06
abricoter	0.0
abricotier	6.026999999999999e-06
abricotine	1.0290000000000002e-06
abriter	0.000385434
abritant	0.0
abrité	1.5876e-05
abrogation	2.0580000000000005e-06
abroger	4.998e-06
abrogé	0.0
abrupt	0.00010922099999999999
abruptement	2.9840999999999994e-05
abruti	6.850199999999999e-05
abrutir	8.8347e-05
abrutissant	6.026999999999999e-06
abrutissement	2.0874e-05
abrutisseur	1.0290000000000002e-06
abréger	7.144200000000001e-05
abrégé	6.026999999999999e-06
abréviatif	1.0290000000000002e-06
abréviation	1.3964999999999998e-05
abscisse	0.0
abscission	1.0290000000000002e-06
abscons	9.996e-06
absence	0.001121316
absent	0.00043806
absenter	8.8347e-05
absentéisme	2.94e-06
absentéiste	0.0
abside	2.3814e-05
absidial	2.0580000000000005e-06
absidiole	1.0290000000000002e-06
absinther	1.0290000000000002e-06
absinthe	4.2777e-05
absolu	0.000505533
absolument	0.0009327150000000001
absolution	3.675e-05
absolutisme	9.996e-06
absoudre	5.4684e-05
absolvant	2.0580000000000005e-06
absorber	0.000421155
absorbable	1.0290000000000002e-06
absorbant	1.9844999999999997e-05
absorbeur	0.0
absorbé	5.4684e-05
absorption	2.9840999999999994e-05
absous	9.996e-06
absoute	1.0290000000000002e-06
abstenir	0.00012906599999999997
abstention	1.8815999999999997e-05
abstentionniste	2.0580000000000005e-06
abstenu	0.0
abstinence	2.3814e-05
abstinent	0.0
abstraction	4.3658999999999997e-05
abstraire	4.6746e-05
abstrait	0.000166845
abstraitement	4.998e-06
abstrus	8.966999999999999e-06
absurde	0.000454965
absurdement	5.4684e-05
absurdiste	1.0290000000000002e-06
absurdité	9.2316e-05
abus	0.00012612599999999998
abuser	0.000209622
abuseur	0.0
abusif	2.6754e-05
abusivement	1.6904999999999998e-05
abusé	1.0878e-05
abyme	1.0290000000000002e-06
abyssal	1.0878e-05
abysse	6.026999999999999e-06
